SEO_ID,PERMNO,filing_dt,Issuer_Borrower_Name_Full,SDC_Deal_Number,Gross_Proceeds,utility_flag,financial_flag,realestate_flag,sample_version
8727,18553,16JUN2023,Beam Global,4095655002,23967396,0,0,0,2
4597,17899,17SEP2019,Translate Bio Inc,3454542002,90000000,0,0,0,2
3495,89031,14MAY2018,Axon Enterprise Inc,3244315002,227900000,0,0,0,2
7044,92601,16JUN2021,Northern Oil & Gas Inc,3757416002,87500000,0,0,0,2
3068,14054,15NOV2017,Mirati Therapeutics Inc,3179033002,26206713,0,0,0,2
9105,90353,06DEC2023,Beacon Roofing Supply Inc,4166255002,400500000,0,0,0,2
2653,88863,06JUN2017,Exact Sciences Corp,3111744002,245000000,0,0,0,2
9947,17223,28OCT2024,ADT Inc,4306282002,408800000,0,0,0,2
2705,13947,26JUN2017,bluebird bio Inc,3119823002,400050000,0,0,0,2
5936,19534,23NOV2020,Montrose Environmental Group Inc,3663762009,134071417,0,0,0,2
6311,17898,28JAN2021,Neuronetics Inc,3692701002,75020000,0,0,0,2
6560,91161,24FEB2021,Green Plains Inc,3702198002,175030000,0,0,0,2
7139,86887,06JUL2021,Manhattan Bridge Capital Inc,3768408002,13500000,0,1,0,2
7157,91503,13JUL2021,LeMaitre Vascular Inc,3771196002,54500000,0,0,0,2
10765,20067,29JUL2025,SoFi Technologies Inc,4436450002,1500000082.5,0,1,0,2
9413,21294,27MAR2024,Five Star Bancorp,4215315002,75037500,0,1,0,2
3331,16499,05MAR2018,Park Hotels & Resorts Inc,3220108002,887847743,0,1,0,2
4592,90177,17SEP2019,Acadia Pharmaceuticals Inc,3454537002,250000000,0,0,0,2
5298,18656,16JUN2020,IDEAYA Biosciences Inc,3589140002,100000005,0,0,0,2
11490,19032,06NOV2023,Vir Biotechnology Inc,4532307002,150000001.5,0,0,0,2
5113,16263,31OCT2019,Protagonist Therapeutics Inc,3572994002,98000000,0,0,0,2
4322,17317,15MAY2019,Evolus Inc,3393775002,80000000,0,0,0,2
2086,16171,15NOV2016,Kinsale Capital Group Inc,3036746002,92400000,0,1,0,2
8918,36003,06SEP2023,Rollins Inc,4128674002,1355343500,0,0,0,2
1985,87656,19JUN2015,Abeona Therapeutics Inc,3027699002,42000000,0,0,0,2
705,88863,20JUL2015,Exact Sciences Corp,2777803002,178500000,0,0,0,2
5434,89790,03JAN2020,Tellurian Inc,3612559002,35000000,0,0,0,2
2982,15978,23OCT2017,ViewRay Inc,3168529002,49876725.85,0,0,0,2
2276,13532,24JAN2017,Howard Bancorp Inc,3063889002,36000000,0,1,0,2
8593,89875,11MAY2023,ANI Pharmaceuticals Inc,4077773002,75000032.5,0,0,0,2
8035,21589,01JUL2022,Verve Therapeutics Inc,3950906002,225000018,0,0,0,2
10107,24971,09DEC2024,Loar Holdings Inc,4324879002,488750000,0,0,0,2
3827,83145,13SEP2018,IRIDEX Corp,3287851002,10000002,0,0,0,2
7697,92601,17NOV2021,Northern Oil & Gas Inc,3832877002,200000000,0,0,0,2
4621,18563,23SEP2019,Palomar Holdings Inc,3457073002,191625000,0,1,0,2
3422,90539,11APR2018,PolarityTE Inc,3234192002,32500000,0,0,0,2
2683,13400,19JUN2017,WageWorks Inc,3116609002,173125000,0,1,0,2
6655,54199,08MAR2021,SJW Group,3708113002,60770000,1,0,0,2
3006,15478,30OCT2017,TransUnion,3170795002,197231451.9,0,0,0,2
9120,21219,11DEC2023,Gulfport Energy Corp,4168015002,84231509.6,0,0,0,2
7934,92594,31MAR2022,SELLAS Life Sciences Group Inc,3897948002,25000002,0,0,0,2
10271,23738,15MAY2024,Atlas Energy Solutions Inc,4350308002,264500000,0,0,0,2
2843,16689,17AUG2017,Peabody Energy Corp,3140629002,346880000,0,0,0,2
10488,24815,05MAY2025,Unusual Machines Inc,4393168002,40000000,0,0,0,2
5593,17154,26AUG2020,Odonate Therapeutics Inc,3627065002,80000013,0,0,0,2
5094,23297,06MAY2020,Brinker International Inc,3572058002,127750000,0,0,0,2
10910,25141,10SEP2025,Waystar Holding Corp,4455150002,709200000,0,0,0,2
9713,77526,29JUL2024,"Renasant Corp,Tupelo,MS",4266234002,200000000,0,1,0,2
7185,90126,19JUL2021,Cytokinetics Inc,3774324002,275000000,0,0,0,2
5894,17942,17NOV2020,Keurig Dr Pepper Inc,3661093002,1707000000,0,0,0,2
2759,86444,18JUL2017,Inovio Pharmaceuticals Inc,3129377002,75000000,0,0,0,2
7709,88542,17NOV2021,Lantronix Inc,3833276002,35250000,0,0,0,2
3025,43123,15MAY2015,Allegheny Technologies Inc,3173424002,408000000,0,0,0,2
4240,16111,04APR2019,Syros Pharmaceuticals Inc,3377783002,65004997.5,0,0,0,2
6232,86444,20JAN2021,Inovio Pharmaceuticals Inc,3689336002,150450000,0,0,0,2
5245,17889,08JUN2020,Kezar Life Sciences Inc,3585336002,41749999.5,0,0,0,2
11266,11674,19DEC2025,DTE Energy Co,4511808002,1499999985.6,1,0,0,2
8179,15221,01MAR2022,Rocket Pharmaceuticals Inc,3984277002,100300000,0,0,0,2
3137,13947,11DEC2017,bluebird bio Inc,3189909002,600000140,0,0,0,2
2346,15638,21FEB2017,Global Blood Therapeutics Inc,3073337002,125000004.5,0,0,0,2
2717,85280,28JUN2017,Carrizo Oil & Gas Inc,3121713002,227760000,0,0,0,2
8257,19822,14NOV2022,Corsair Gaming Inc,4001322002,75000007.5,0,0,0,2
9522,23876,13MAY2024,Kenvue Inc,4233794002,3646591000,0,0,0,2
11153,89572,07AUG2024,CEVA Inc,4486405002,58500000,0,1,0,2
2794,15022,10NOV2015,Veritex Holdings Inc,3133861002,52158750,0,1,0,2
9817,20632,01FEB2023,Terns Pharmaceuticals Inc,4283429002,125150004,0,0,0,2
148,90604,04APR2014,Threshold Pharmaceuticals Inc,2724295002,30046000,0,0,0,2
1963,14961,19OCT2016,Fairmount Santrol Holdings Inc,3020142002,285862500,0,0,0,2
10309,75186,10FEB2025,Charles Schwab Corp,4353889002,5074581172.5,0,1,0,2
5044,15724,15APR2020,Performance Food Group Co,3556196002,303750000,0,0,0,2
6482,19981,09FEB2021,Oncorus Inc,3696501002,57000000,0,0,0,2
6831,18257,07APR2021,Eton Pharmaceuticals Inc,3724200002,9240000,0,0,0,2
4995,14316,02MAR2020,Karyopharm Therapeutics Inc,3520853002,150000000,0,0,0,2
7309,16554,16AUG2021,Jeld-Wen Holding Inc,3785722002,427888952.5,0,0,0,2
11014,25635,07OCT2025,Zenas BioPharma Inc,4500440012,118975967,0,0,0,2
3360,80640,14MAR2018,La Jolla Pharmaceutical Co,3224234002,100300000,0,0,0,2
5515,52898,10AUG2020,Essential Utilities Inc,3620195002,310880000,1,0,0,2
6177,14647,13JAN2021,Aldeyra Therapeutics Inc,3686901002,65000007,0,0,0,2
11046,25143,18OCT2025,GRAIL Inc,4518727012,324999987.15,0,0,0,2
2506,16162,10APR2017,Audentes Therapeutics Inc,3091656002,75400000,0,0,0,2
2237,11636,18JAN2017,Heron Therapeutics Inc,3062053002,150060000,0,0,0,2
9995,80072,07NOV2024,Valley National Bancorp,4310609002,399999993.8,0,1,0,2
3389,17144,26MAR2018,General Mills Inc,3228847002,1000000012,0,0,0,2
9600,84761,12JUN2024,Take-Two Interactive Software Inc,4246696002,437247978,0,0,0,2
76,93085,16JAN2015,Omeros Corp,2719310002,59999985.18,0,0,0,2
3186,16541,08NOV2017,AquaBounty Technologies Inc,3174941002,11963074.68,0,0,0,2
4524,16971,07AUG2019,National Vision Holdings Inc,3439165002,283647148,0,0,0,2
10826,55212,11AUG2025,SPX Technologies Inc,4441938002,500000100,0,0,0,2
8935,13124,13SEP2023,Vital Energy Inc,4131814002,163625000,0,0,0,2
9108,92780,06DEC2023,HCI Group Inc,4166150002,78000000,0,1,0,2
4969,18214,18FEB2020,Twist Bioscience Corp,3515856002,129999996,0,0,0,2
441,14803,01APR2015,HealthEquity Inc,2740156002,99715000,0,1,0,2
3669,12960,16JUL2018,Carbonite Inc,3268329002,204871387.5,0,0,0,2
1087,84184,13NOV2013,Accelerate Diagnostics Inc,2837818002,95000012,0,0,0,2
11117,19455,05NOV2025,Opendoor Technologies Inc,4482276002,1184606112,0,1,1,2
4361,15016,03JUN2019,Sientra Inc,3403571002,100000003.75,0,0,0,2
3989,13911,29NOV2018,IQVIA Holdings Inc,3315721002,745500000,0,0,0,2
11895,86536,03OCT2024,CervoMed Inc,4936276002,10000000,0,0,0,2
1679,77699,06JUL2016,Fuelcell Energy Inc,2981381002,8593420,0,0,0,2
6911,20332,03MAY2021,Vivos Therapeutics Inc,3736606002,24000000,0,0,0,2
7904,15022,03MAR2022,Veritex Holdings Inc,3882674002,150000022,0,1,0,2
9351,17317,08MAR2023,Evolus Inc,4206164002,50004780,0,0,0,2
386,91128,06NOV2013,Gulfport Energy Corp,2743642002,453625000,0,0,0,2
8790,13796,18JUL2023,Harrow Health Inc,4107313002,60000005.5,0,0,0,2
7069,20764,21JUN2021,AFC Gamma Inc,3760165002,56375000,0,1,0,2
9746,22079,12AUG2024,Life Time Group Holdings Inc,4270996002,261000000,0,0,0,2
5327,91937,22JUN2020,T-Mobile US Inc,3592184002,14769435946,0,0,0,2
5140,13947,18MAY2020,bluebird bio Inc,3575914002,500000050,0,0,0,2
394,14531,02APR2015,Akebia Therapeutics Inc,2743247002,59999997.75,0,0,0,2
9204,21336,25JAN2024,Tourmaline Bio Inc,4187184002,149999980,0,0,0,2
1849,14667,08SEP2016,Resonant Inc,3004287002,10033697.5,0,0,0,2
10336,17374,28FEB2023,Arcus Biosciences Inc,4357406002,150000004,0,0,0,2
5350,18414,25JUN2020,Soliton Inc,3594918002,35000004.4,0,0,0,2
10435,20640,24MAR2025,GRI Bio Inc,4376061002,727200,0,0,0,2
6011,89169,08DEC2020,Delcath Systems Inc,3670584002,19345357.75,0,0,0,2
579,14834,01JUN2015,TubeMogul Inc,2757785002,82896124.5,0,0,0,2
432,76360,26JAN2015,Good Times Restaurants Inc,2747454002,19728745.75,0,0,0,2
9931,25045,21OCT2024,Bowhead Specialty Holdings Inc,4302936002,116000000,0,1,0,2
6123,18401,06JAN2021,Harpoon Therapeutics Inc,3683877002,99999984,0,0,0,2
9899,17959,21JUN2024,Crinetics Pharmaceuticals Inc,4298179002,500000000,0,0,0,2
5214,16064,01JUN2020,Intellia Therapeutics Inc,3582332002,100000017.25,0,0,0,2
4559,16076,04SEP2019,GMS Inc,3449335002,185641577.6,0,0,0,2
7006,77007,09JUN2021,iMedia Brands Inc,3752613002,43478262,0,0,0,2
4023,17895,17DEC2018,OptimizeRx Corp,3323024002,24402943.2,0,0,0,2
8546,21732,18APR2023,Immuneering Corp,4067362002,30000003,0,0,0,2
9833,21844,08OCT2021,Focus Universal Inc,4287485002,1200000,0,0,0,2
3858,17864,24SEP2018,BJ's Wholesale Club Holdings Inc,3292468002,728000000,0,0,0,2
9306,19930,29FEB2024,Ccc Intelligent Solutions Holdings Inc,4201498002,491060000,0,0,0,2
1592,14822,21JUL2015,Minerva Neurosciences Inc,2971700002,50000001,0,0,0,2
8639,19017,23MAY2023,Phathom Pharmaceuticals Inc,4082992002,130718750,0,0,0,2
3240,14691,29JAN2018,CymaBay Therapeutics Inc,3207715002,125280000,0,0,0,2
3870,14647,26SEP2018,Aldeyra Therapeutics Inc,3293494002,72187500,0,0,0,2
4086,16642,07FEB2019,Presidio Inc,3344289002,61000000,0,0,0,2
5148,18312,18MAY2020,Moderna Inc,3576025002,1337600000,0,0,0,2
10576,23509,02JUN2025,ASP Isotopes Inc,4405267002,50000000.05,0,0,0,2
1730,88863,27JUL2016,Exact Sciences Corp,2988935002,131750000,0,0,0,2
10870,24072,24AUG2025,DeFi Development Corp,4447709012,52148837.5,0,1,0,2
7126,18192,29JUN2021,Grid Dynamics Holdings Inc,3765363002,151806937.86,0,0,0,2
3769,15978,14AUG2018,ViewRay Inc,3277462002,150000007.25,0,0,0,2
3588,46463,11JUN2018,Griffon Corp,3256272002,87391962,0,0,0,2
191,13548,04MAR2014,Bloomin' Brands Inc,2728074002,465933051.9,0,0,0,2
512,14245,01OCT2014,Fate Therapeutics Inc,2753632002,30000000,0,0,0,2
10088,50948,04DEC2024,Semtech Corp,4322803002,575000055,0,0,0,2
2055,87430,20AUG2014,Kratos Defense & Security Solutions Inc,3038168002,70020000,0,0,0,2
8028,19485,02JUL2021,Pliant Therapeutics Inc,3947432002,200000003.5,0,0,0,2
869,81774,10AUG2015,Freeport-McMoRan Inc,2804935002,999628061.52,0,0,0,2
56,92232,27SEP2013,Horsehead Holding Corp,2716954002,63750000,0,0,0,2
10484,17942,01MAY2025,Keurig Dr Pepper Inc,4392512002,2508750000,0,0,0,2
554,89781,29MAY2015,Molina Healthcare Inc,2757719002,338750000,0,1,0,2
6015,17367,07DEC2020,Open Lending Corp,3669755002,266000000,0,0,0,2
4352,92040,29MAY2019,Amicus Therapeutics Inc,3399628002,175000002.5,0,0,0,2
3015,16064,01NOV2017,Intellia Therapeutics Inc,3171389002,150000000,0,0,0,2
8070,22812,08AUG2022,BellRing Brands Inc,3959537002,347800000,0,0,0,2
10067,20058,29NOV2024,Olema Pharmaceuticals Inc,4328085012,180954185,0,0,0,2
9549,21348,21MAY2024,LifeStance Health Group Inc,4237301002,125000000,0,0,0,2
8264,89925,16NOV2022,DZS Inc,4001895002,28839125,0,0,0,2
60,14707,20JAN2015,Radius Health Inc,2716952002,147000000,0,0,0,2
4477,16398,22JUL2019,Ra Pharmaceuticals Inc,3432986002,130000000,0,0,0,2
8300,52231,30NOV2021,Soluna Holdings Inc,4009049002,855000,0,0,0,2
9599,16611,12JUN2024,J Jill Inc,4246733002,62000000,0,0,0,2
2673,15429,14JUN2017,Lantheus Holdings Inc,3117703002,45750000,0,0,0,2
5311,87430,17JUN2020,Kratos Defense & Security Solutions Inc,3589779002,219375000,0,0,0,2
7029,18912,14JUN2021,Ping Identity Holding Corp,3757022002,144000000,0,0,0,2
3386,16268,20OCT2017,At Home Group Inc,3228846002,180000000,0,0,0,2
3906,77900,15OCT2018,CPI Aerostructures Inc,3299140002,15000000,0,0,0,2
7839,15313,19JAN2022,Enviva Inc,3863986002,301000000,0,0,0,2
1149,13263,07MAY2015,Cempra Inc,2884952002,100000008,0,0,0,2
1560,14763,06JUN2016,Catalent Inc,2968567002,248500000,0,0,0,2
4703,17317,06NOV2019,Evolus Inc,3474085002,67821000,0,0,0,2
2953,53613,10OCT2017,Micron Technology Inc,3162546002,1200000013,0,0,0,2
307,13299,28MAY2013,Nationstar Mortgage Holdings Inc,2736533002,506625000,0,1,0,2
7035,16263,14JUN2021,Protagonist Therapeutics Inc,3755885002,115000014.5,0,0,0,2
8839,20649,03AUG2023,Hayward Holdings Inc,4115746002,318314854,0,0,0,2
2334,69586,20MAR2014,Seacoast Banking Corp of Florida,3070586002,172437500,0,1,0,2
2690,88195,20JUN2017,Sangamo Therapeutics Inc,3117718002,72500000,0,0,0,2
7019,16560,09JUN2021,REV Group Inc,3753312002,85250000,0,0,0,2
9797,14884,04SEP2024,V2X Inc,4281577002,96000000,0,0,0,2
6695,19187,15MAR2021,CleanSpark Inc,3711832002,200000020,0,0,0,2
2201,85168,04JAN2017,Helix Energy Solutions Group Inc,3057343002,198950000,0,0,0,2
188,14321,04DEC2014,Relypsa Inc,2727302002,150150000,0,0,0,2
6315,79864,28JAN2021,VSE Corp,3692582002,50001000,0,0,0,2
10951,23117,28JUN2024,PepGen Inc,4462578002,100000000,0,0,0,2
9695,19938,23JUL2024,Allegro MicroSystems Inc,4264128002,600000000,0,0,0,2
5347,19082,23JUN2020,TELA Bio Inc,3593061002,48000000,0,0,0,2
6987,17942,27AUG2019,Keurig Dr Pepper Inc,3751474002,998200000,0,0,0,2
